obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,CO2_hrs,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
612,NA,1664302823,9793,9/27/22 13:20,13:20:23,5,a_y_350_101_b,ozzie,1664302816,0.007581552,7.581552433,32.92671273,494.8472181,363.7715375,33.09490041,45.01979324,0.47778124,2.761533785,0.436157823,0.276035525,321.511807,26.75903868,26.75903868,3.528818308,56.28083554,1.995412438,3.545456315,1.53340587,-334.3464623,11.90572908,0.928554695,-0.000371559,51.09253844,7.588119017,32.92671273,584.5999093,528.8278242,3.326206071,64.9795334,7.581552433,13.05572481,21.94991394,0.000219098,128.3578354,0,0,1,0,48134,2000.01,1681.205401,0.840598497,0.1607551,6,0.5,0: Broadleaf,2,TRUE,1664302816,494.8472593,560.65,21.93311481,13.02901852,487.8221481,21.52912593,500.1083333,90.87708148,0.100075881,26.83900741,26.00212963,999.9,0,0,9982.247407,0,11.16870741,-65.80267037,505.9444444,568.0515926,8.904098889,560.65,13.02901852,1.993217037,1.184038889,17.39055926,9.402308148,2000.01,0.980000111,0.019999715,0,868.4645556,5.00063,17014.6963,17256.99259,37.625,37.50688889,37.062,36.875,38.625,1955.108519,39.9,0,1664302811,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-65.04905366,-14.69809338,1.527564117,0,8.923463902,-0.353606969,0.036697941,0,0,2,0/2,2.97485,2.75373,0.106855,0.117714,0.0977058,0.0683437,34882,37605.3,35385.1,38649.6,45244.6,51998,55282.2,61977.1,2.00367,1.85972,0.0874028,0,24.5829,999.9,49.908,27.674,20.4465,60.6361,49.2147,1,-0.151601,-0.342663,20.1469,5.20007,12.004,4.97555,3.29293,9999,9999,714.7,9999,1.86279,1.86772,1.86751,1.86863,1.86951,1.86556,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.173,0.4049,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.6,7337.5,1.35742,2.60376,1.54785,2.30225,1.34644,2.36328,31.2809,15.1215,18,500.516,408.802,24.9998,25.358,30.0001,25.3139,25.2591,27.3815,34.7123,49.5603,25,608.464,13.3647,102.572,103.172,7
613,NA,1664302828,9798,9/27/22 13:20,13:20:28,5,a_y_350_101_b,ozzie,1664302820,0.007544835,7.544835414,33.40543474,509.7990654,375.8221813,34.19113498,46.37993584,0.474472771,2.762491558,0.433410221,0.274273941,321.5086141,26.77613021,26.77613021,3.532368573,56.2957294,1.996762183,3.54691591,1.53560639,-332.7272417,10.40687208,0.811471849,-0.000283717,51.6028327,7.554395402,33.40543474,600.5692214,544.8350121,3.194711614,64.9795334,7.544835414,13.13157426,21.97956182,0.00053867,128.3578354,0,0,1,0,48030,1999.99,1681.1886,0.840598503,0.160755111,6,0.5,0: Broadleaf,2,TRUE,1664302820,509.7991071,576.3306071,21.94801429,13.08348571,502.6816786,21.54329643,500.1004643,90.87686071,0.100033896,26.84600714,26.01337857,999.9,0,0,9987.923214,0,11.17212857,-66.53145,521.2394643,583.9718571,8.864528214,576.3306071,13.08348571,1.994565714,1.188986429,17.40126429,9.464205714,1999.99,0.980000071,0.019999757,0,871.5895,5.00063,17076.64643,17256.82143,37.6205,37.50664286,37.062,36.875,38.6205,1955.089286,39.9,0,1664302816,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-65.90183415,-10.50251498,1.12463896,0,8.895158049,-0.458680348,0.047111637,0,0,2,0/2,2.9748,2.75384,0.109211,0.120142,0.0978045,0.0689052,34790,37502.2,35385,38649.9,45239.5,51966.9,55282.2,61977.5,2.00375,1.86005,0.0893772,0,24.5829,999.9,49.835,27.674,20.4181,60.5861,49.3029,1,-0.151578,-0.342323,20.1471,5.20142,12.004,4.9758,3.29318,9999,9999,714.7,9999,1.86279,1.86768,1.86752,1.86863,1.86951,1.86556,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.269,0.4065,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.7,7337.6,1.39404,2.6001,1.54785,2.30225,1.34644,2.40479,31.2809,15.1215,18,500.565,408.983,24.9999,25.3576,30.0001,25.3139,25.2591,27.9746,34.4122,49.1786,25,621.925,13.4292,102.572,103.172,7
614,NA,1664302833,9802.5,9/27/22 13:20,13:20:32,5,a_y_350_101_b,ozzie,1664302825,0.007546566,7.5465656,33.96847703,523.9714219,387.677575,35.26980999,47.66943895,0.474809983,2.764423534,0.433717827,0.274468638,321.5102874,26.7818363,26.7818363,3.533554538,56.33029098,1.998707742,3.548193533,1.534846797,-332.8035429,10.47658347,0.816384976,-0.00028714,52.46537473,7.504735678,33.96847703,617.2394178,559.9692545,3.373728806,64.9795334,7.5465656,13.28896664,22.03104485,0.012045946,128.3578354,0,0,1,0,48080,2000.000357,1681.197311,0.840598505,0.160755115,6,0.5,0: Broadleaf,2,TRUE,1664302825,523.9714643,591.6361071,21.96933214,13.16312857,516.7668214,21.56357857,500.0925714,90.87725357,0.099919914,26.85213214,26.029725,999.9,0,0,9999.285714,0,11.18681429,-67.66458929,535.7417857,599.5294286,8.806199643,591.6361071,13.16312857,1.996512143,1.19623,17.41669286,9.554295357,2000.000357,0.980000071,0.019999757,0,874.4136071,5.00063,17131.61786,17256.91071,37.6115,37.5,37.062,36.866,38.616,1955.099643,39.90035714,0,1664302820,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-66.89184634,-13.5087115,1.401588418,0,8.838222195,-0.733356376,0.076746749,0,0,2,0/2,2.97469,2.75392,0.111401,0.122261,0.0979633,0.0692233,34704.7,37411.7,35385.2,38649.6,45231.6,51948.7,55282.3,61977.1,2.0036,1.8603,0.0903942,0,24.5829,999.9,49.786,27.674,20.3996,60.9061,49.383,1,-0.151616,-0.343042,20.1471,5.20142,12.004,4.97555,3.2931,9999,9999,714.7,9999,1.86279,1.86769,1.86751,1.86862,1.86951,1.86556,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.36,0.409,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.7,7337.7,1.41968,2.60742,1.54785,2.30225,1.34644,2.40967,31.2809,15.1215,18,500.463,409.122,24.9998,25.3576,30.0001,25.3136,25.2591,28.443,34.1053,49.1786,25,642.105,13.4715,102.573,103.172,7
615,NA,1664302838,9808,9/27/22 13:20,13:20:38,5,a_y_350_101_b,ozzie,1664302830,0.007476239,7.476239095,34.34283081,541.8541713,402.4505921,36.61389826,49.29646991,0.469589775,2.764833565,0.429360666,0.271677062,321.510572,26.80443942,26.80443942,3.538255839,56.42205522,2.002350929,3.548879816,1.535904909,-329.7021441,7.599261776,0.592159328,-0.000151042,52.85343862,7.445951402,34.34283081,634.780393,577.834297,3.208505241,64.9795334,7.476239095,13.35820565,22.06884,0.006524032,128.3578354,0,0,1,0,47980,2000.002143,1681.19881,0.840598505,0.160755114,6,0.5,0: Broadleaf,2,TRUE,1664302830,541.8542143,610.1054643,22.00932857,13.27268929,534.5397857,21.601625,500.1056429,90.87738214,0.099992425,26.85542143,26.053075,999.9,0,0,10001.69321,0,11.19800357,-68.25126429,554.0490357,618.3137143,8.73664,610.1054643,13.27268929,2.000149643,1.206187143,17.44550357,9.677785714,2000.002143,0.980000071,0.019999757,0,877.6901786,5.00063,17196.17857,17256.93214,37.60025,37.5,37.062,36.84575,38.598,1955.101786,39.90035714,0,1664302826,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-67.9365439,-7.701102439,0.895472425,0,8.774316098,-0.799408223,0.081670799,0,0,2,0/2,2.97456,2.75388,0.113937,0.124655,0.0980732,0.0694796,34605.9,37309.8,35385.4,38649.6,45226.3,51934.4,55282.6,61977,2.00373,1.86045,0.0908598,0,24.5829,999.9,49.713,27.684,20.3761,60.7861,49.7436,1,-0.151651,-0.344992,20.147,5.20157,12.004,4.9757,3.29315,9999,9999,714.7,9999,1.86279,1.86768,1.86751,1.86862,1.86951,1.86555,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.466,0.4107,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.8,7337.8,1.45264,2.60376,1.54785,2.30225,1.34644,2.41699,31.2809,15.1215,18,500.528,409.202,24.9996,25.3555,30,25.3118,25.2586,29.1314,33.8174,49.1786,25,655.566,13.5226,102.573,103.172,7
616,NA,1664302843,9813,9/27/22 13:20,13:20:43,5,a_y_350_101_b,ozzie,1664302836,0.007405482,7.40548152,34.76756054,558.7682532,416.232775,37.8676306,50.83508813,0.465059411,2.765165116,0.425572152,0.269250415,321.5095805,26.81773202,26.81773202,3.541023163,56.55014506,2.006174048,3.547601949,1.534849114,-326.581735,4.705462448,0.366634202,-5.79E-05,53.39612299,7.395789377,34.76756054,651.9321435,594.1494606,3.275101028,64.9795334,7.40548152,13.43577343,22.09811576,0.002787376,128.3578354,0,0,1,0,48361,1999.995926,1681.193589,0.840598507,0.160755118,6,0.5,0: Broadleaf,2,TRUE,1664302836,558.7682963,627.7884444,22.05142963,13.37397778,551.3504815,21.64167778,500.1031481,90.87710741,0.099944067,26.8492963,26.06837407,999.9,0,0,10003.68185,0,11.1983,-69.02015926,571.3682963,636.2992222,8.677448889,627.7884444,13.37397778,2.003969259,1.215388148,17.47572222,9.791263333,1999.995926,0.979999889,0.019999952,0,880.5126667,5.00063,17252.74444,17256.87407,37.59233333,37.5,37.062,36.82366667,38.583,1955.095556,39.90037037,0,1664302831,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-68.40804634,-7.888181185,0.907771737,0,8.726731707,-0.672365017,0.070044006,0,0,2,0/2,2.97439,2.75389,0.116226,0.12687,0.0981663,0.0697263,34516.7,37215.7,35385.5,38649.8,45222,51920.8,55283.1,61977.2,2.00343,1.86057,0.09045,0,24.5845,999.9,49.664,27.674,20.3474,60.1361,49.8077,1,-0.151723,-0.34799,20.1469,5.20067,12.0041,4.9755,3.29305,9999,9999,714.7,9999,1.86279,1.86769,1.8675,1.86861,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.563,0.4123,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7337.9,7337.9,1.48071,2.60376,1.54785,2.30103,1.34644,2.40845,31.2809,15.1215,18,500.332,409.26,24.9994,25.3555,30,25.3118,25.257,29.7563,33.5124,48.7992,25,675.681,13.5557,102.574,103.172,7
617,NA,1664302848,9818,9/27/22 13:20,13:20:48,5,a_y_350_101_b,ozzie,1664302840,0.00738583,7.385829581,34.90476129,573.8203492,430.3031206,39.14741774,52.20409484,0.464684033,2.764908683,0.425254277,0.269047166,321.5101573,26.81645515,26.81645515,3.540757254,56.64834999,2.008869789,3.546210595,1.531887465,-325.7150845,3.900924083,0.303963314,-3.98E-05,53.55196046,7.380465966,34.90476129,668.3856309,610.4636667,3.26907744,64.9795334,7.385829581,13.45756518,22.10619636,0.00175918,128.3578354,0,0,1,0,47979,1999.999286,1681.196432,0.840598516,0.160755136,6,0.5,0: Broadleaf,2,TRUE,1664302840,573.8203929,643.1489286,22.081225,13.42221429,566.31075,21.67002143,500.1146071,90.87632857,0.100045679,26.842625,26.06813571,999.9,0,0,10002.25286,0,11.20150357,-69.32856786,586.7775,651.8995357,8.659015714,643.1489286,13.42221429,2.00666,1.219761071,17.49697857,9.844864643,1999.999286,0.979999643,0.020000214,0,882.8395714,5.00063,17298.525,17256.91429,37.58225,37.5,37.062,36.81425,38.57325,1955.098214,39.90107143,0,1664302835,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-69.0754561,-4.770037631,0.575285087,0,8.679431707,-0.346976655,0.0375033,0,0,2,0/2,2.97451,2.75405,0.118497,0.129159,0.0981794,0.0698072,34428.4,37118,35385.9,38649.6,45221.7,51916.3,55283.5,61977.2,2.00353,1.86065,0.0904873,0,24.585,999.9,49.591,27.674,20.3181,60.8361,49.9239,1,-0.151766,-0.351571,20.1469,5.20112,12.004,4.97565,3.2931,9999,9999,714.7,9999,1.86279,1.86769,1.86752,1.86863,1.86951,1.86555,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.66,0.4124,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338,7337.9,1.51245,2.60498,1.54785,2.30225,1.34644,2.40112,31.2809,15.1127,18,500.397,409.301,24.9993,25.3555,30,25.3118,25.257,30.3299,33.2247,48.7992,25,689.117,13.6159,102.575,103.172,7
618,NA,1664302853,9823,9/27/22 13:20,13:20:53,5,a_y_350_101_b,ozzie,1664302846,0.00733271,7.332709883,35.15304863,590.6569932,444.8497866,40.4708954,53.7359309,0.46109675,2.766276652,0.42226367,0.26713072,321.5133903,26.82386075,26.82386075,3.54229971,56.72353617,2.010684691,3.544709703,1.531615019,-323.3725058,1.724777943,0.134329838,-7.77E-06,54.07010945,7.350135287,35.15304863,685.8383635,627.217503,3.352189866,64.9795334,7.332709883,13.51670601,22.11493273,0.000487189,128.3578354,0,0,1,0,48067,2000.019259,1681.213233,0.840598522,0.160755147,6,0.5,0: Broadleaf,2,TRUE,1664302846,590.657037,660.7355926,22.10113333,13.47778519,583.045,21.68895926,500.1089259,90.87661481,0.099927437,26.83542593,26.06944444,999.9,0,0,10010.30333,0,11.20187778,-70.07859259,604.0063704,669.762963,8.623351481,660.7355926,13.47778519,2.008475556,1.224814815,17.5113037,9.906577778,2000.019259,0.979999556,0.020000307,0,885.106963,5.00063,17343.21481,17257.08148,37.57133333,37.5,37.062,36.812,38.57366667,1955.117407,39.90185185,0,1664302841,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-69.66492439,-7.984139373,0.817649586,0,8.642609512,-0.364170105,0.038235099,0,0,2,0/2,2.97479,2.75385,0.120786,0.131324,0.0982107,0.0700591,34339.2,37026,35386,38649.8,45220.2,51902.5,55283.6,61977.5,2.00373,1.86065,0.0905991,0,24.585,999.9,49.542,27.674,20.2986,60.3061,49.4551,1,-0.151811,-0.354006,20.147,5.20082,12.004,4.97555,3.2931,9999,9999,714.7,9999,1.86279,1.8677,1.86751,1.86861,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.759,0.4129,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338.1,7338,1.54053,2.60498,1.54785,2.30225,1.34644,2.34863,31.2809,15.1127,18,500.519,409.299,24.9994,25.3534,29.9999,25.3107,25.2566,30.9624,33.2247,48.7992,25,709.518,13.6587,102.575,103.172,7
619,NA,1664302858,9828,9/27/22 13:20,13:20:58,5,a_y_350_101_b,ozzie,1664302850,0.007292043,7.292042808,35.22631739,605.9084919,458.6081368,41.72281032,55.12376047,0.458043882,2.767088862,0.41971068,0.265495407,321.5152717,26.83237098,26.83237098,3.544072963,56.76113899,2.01170313,3.544155678,1.532369832,-321.5790878,0.059206249,0.004609906,-9.15E-09,54.39852185,7.324433496,35.22631739,702.6461281,643.9438909,3.350207673,64.9795334,7.292042808,13.57156867,22.12463333,0.000199814,128.3578354,0,0,1,0,48208,2000.031071,1681.223153,0.840598517,0.160755138,6,0.5,0: Broadleaf,2,TRUE,1664302850,605.9085357,676.4964643,22.11220714,13.51916429,598.2040357,21.6995,500.1120714,90.87712143,0.099917518,26.83276786,26.06849286,999.9,0,0,10015.04786,0,11.20175,-70.588,619.6094643,685.7681071,8.593052143,676.4964643,13.51916429,2.009493929,1.228582143,17.51933929,9.952390714,2000.031071,0.979999643,0.020000214,0,886.8312857,5.00063,17375.625,17257.18214,37.562,37.5,37.062,36.80978571,38.57775,1955.129286,39.90178571,0,1664302846,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-70.12930488,-7.304301742,0.74951343,0,8.614167561,-0.411452404,0.043064784,0,0,2,0/2,2.97447,2.75394,0.123045,0.133582,0.0982385,0.0701736,34251,36930,35386,38649.9,45218.8,51896.1,55283.5,61977.4,2.00335,1.86132,0.090681,0,24.5866,999.9,49.493,27.674,20.276,60.7361,49.6514,1,-0.152241,-0.356887,20.1468,5.20052,12.004,4.97545,3.29298,9999,9999,714.7,9999,1.86279,1.8677,1.86751,1.86862,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.858,0.4134,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338.2,7338.1,1.57227,2.60986,1.54785,2.30103,1.34644,2.2876,31.2809,15.1039,18,500.263,409.662,24.9994,25.3534,30,25.3097,25.2549,31.5122,32.5156,48.4196,25,723.083,13.8289,102.575,103.172,7
620,NA,1664302863,9833,9/27/22 13:21,13:21:03,5,a_y_350_101_b,ozzie,1664302856,0.007266281,7.266281071,35.24174833,623.2302152,474.8826181,43.20369826,56.70001204,0.456122564,2.766175619,0.418084552,0.264455558,321.5163621,26.83795892,26.83795892,3.545237729,56.78429246,2.012347822,3.543845904,1.532889906,-320.4429952,-0.99580688,-0.07756252,-2.59E-06,54.77586479,7.282895676,35.24174833,720.1741069,661.0803576,3.428458111,64.9795334,7.266281071,13.60331116,22.12892848,-0.000105959,128.3578354,0,0,1,0,47950,2000.038148,1681.229077,0.840598505,0.160755115,6,0.5,0: Broadleaf,2,TRUE,1664302856,623.2302593,694.3916667,22.11914815,13.57494444,615.4212222,21.7061,500.1147778,90.87767407,0.099962533,26.83128148,26.07210741,999.9,0,0,10009.58963,0,11.20560741,-71.16142963,637.3274444,703.9483333,8.544205556,694.3916667,13.57494444,2.010136667,1.233658519,17.52440741,10.01397556,2000.038148,0.979999889,0.019999952,0,888.1777407,5.00063,17404.27778,17257.23333,37.562,37.5,37.062,36.78903704,38.57133333,1955.137037,39.90111111,0,1664302850,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-70.80994146,-6.4480223,0.686566623,0,8.572510488,-0.531623415,0.054106668,0,0,2,0/2,2.9748,2.75404,0.125321,0.135663,0.0982606,0.0705952,34162.2,36841.2,35386,38649.8,45217.5,51872.4,55283.3,61977.3,2.0037,1.8612,0.090301,0,24.5871,999.9,49.42,27.674,20.2488,60.4461,49.359,1,-0.152127,-0.359858,20.1469,5.20127,12.004,4.9757,3.29305,9999,9999,714.7,9999,1.86279,1.8677,1.86752,1.86863,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.958,0.4137,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338.2,7338.2,1.59912,2.60864,1.54785,2.30103,1.34644,2.2583,31.2809,15.1039,18,500.492,409.592,24.9993,25.3518,30.0002,25.3097,25.2549,32.1535,31.9347,48.4196,25,743.233,13.9163,102.575,103.172,7
621,NA,1664302868,9838,9/27/22 13:21,13:21:08,5,a_y_350_101_b,ozzie,1664302860,0.007233708,7.233708471,35.39008435,638.773063,488.7756714,44.46768995,58.11410873,0.453648222,2.766572458,0.416008472,0.263126334,321.5140696,26.84706158,26.84706158,3.547135828,56.81696663,2.01352739,3.543884001,1.533608438,-319.0065436,-2.326359675,-0.18118053,-1.41E-05,54.91761131,7.226722197,35.39008435,736.8830863,677.8774303,3.370909908,64.9795334,7.233708471,13.75392951,22.17042182,0.007445588,128.3578354,0,0,1,0,48026,2000.023929,1681.217121,0.840598503,0.160755111,6,0.5,0: Broadleaf,2,TRUE,1664302860,638.7731071,710.1979286,22.13209643,13.65383571,630.8705,21.71841071,500.1105714,90.87778214,0.099925121,26.83146429,26.07291786,999.9,0,0,10011.92286,0,11.22284286,-71.42478214,653.2306429,720.0303214,8.47826,710.1979286,13.65383571,2.011316071,1.24083,17.5337,10.10037179,2000.023929,0.979999857,0.019999986,0,888.9665357,5.00063,17421.67143,17257.11071,37.562,37.5,37.062,36.76992857,38.5665,1955.123214,39.90071429,0,1664302856,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-71.16280244,-3.68032892,0.429581705,0,8.523555854,-0.748385645,0.077218529,0,0,2,0/2,2.97471,2.75388,0.127531,0.137872,0.0983912,0.0711125,34076.1,36747.5,35386.2,38650.1,45211.3,51843.9,55283.8,61977.7,2.00378,1.8615,0.091739,0,24.5871,999.9,49.371,27.684,20.2403,60.6661,49.2388,1,-0.152188,-0.362505,20.1469,5.20112,12.004,4.97565,3.2931,9999,9999,714.7,9999,1.86279,1.86771,1.86752,1.86862,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.057,0.4158,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338.3,7338.3,1.63208,2.60254,1.54785,2.30225,1.34644,2.29126,31.2809,15.1039,18,500.526,409.759,24.9993,25.3512,30.0001,25.308,25.2549,32.727,31.6583,48.4196,25,756.638,13.9708,102.575,103.173,7
622,NA,1664302873,9843,9/27/22 13:21,13:21:13,5,a_y_350_101_b,ozzie,1664302866,0.007189884,7.189884053,35.35004245,656.3627337,505.1861698,45.96044646,59.7140739,0.450563803,2.765032864,0.413392854,0.261454173,321.5114935,26.85986516,26.85986516,3.54980715,56.88121124,2.015897067,3.544047363,1.533910083,-317.0738867,-4.116825896,-0.320825173,-4.43E-05,55.19178514,7.163063379,35.35004245,754.8951567,695.3447273,3.495311127,64.9795334,7.189884053,13.85723519,22.20992182,0.008738326,128.3578354,0,0,1,0,48053,2000.007778,1681.203555,0.840598509,0.160755122,6,0.5,0: Broadleaf,2,TRUE,1664302866,656.3627778,728.2192222,22.15825556,13.75486667,648.3546667,21.74328519,500.1084074,90.87720741,0.100038622,26.83224815,26.08292222,999.9,0,0,10002.88963,0,11.24215185,-71.85646296,671.2366296,738.376963,8.403392963,728.2192222,13.75486667,2.013680741,1.250002963,17.5523037,10.21042593,2000.007778,0.979999667,0.020000189,0,889.5018519,5.00063,17433.05926,17256.97037,37.562,37.5,37.062,36.75,38.562,1955.107037,39.90074074,0,1664302861,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-71.63122195,-4.567710105,0.516709658,0,8.445092439,-0.896559721,0.091024504,0,0,2,0/2,2.97482,2.75391,0.12979,0.139999,0.0985073,0.071352,33988,36657.2,35386.2,38650.4,45205.3,51831,55283.6,61978.3,2.00347,1.8619,0.0925027,0,24.585,999.9,49.322,27.684,20.2187,60.7661,49.2067,1,-0.152269,-0.365221,20.147,5.20142,12.004,4.97545,3.29308,9999,9999,714.7,9999,1.86279,1.86771,1.8675,1.86864,1.86951,1.86554,1.86661,1.86801,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,8.159,0.4177,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7338.4,7338.4,1.65894,2.59766,1.54785,2.30103,1.34644,2.37549,31.2809,15.1127,18,500.325,409.971,24.9993,25.3491,30,25.3075,25.2533,33.3341,31.3577,48.0485,25,776.876,14.0188,102.575,103.174,7
